WKT,Facility_ID_Hazus,Facility_Name,Address,City,Zip_Code,Contact_Person,Phone_Number,Replacement_Cost_Thousands,Comment,GlobalID,Shape_X,Shape_Y
"POINT (-85.6744862871129 40.2616592141392)",IN000220,Alexandria Police Dept,204 S Harrison St,Alexandria,46001-2422, , ,1442, ,{2771DC4B-91D7-4BD4-8DC2-2C405C75BCBC},-85.6744862871129,40.2616592141392
"POINT (-86.029567210027 41.0390083028784)",IN000221,Akron Police Dept,204 W Rochester St,Akron,46910-0000, , ,1442, ,{759E79DD-064A-43FC-9217-591C8BECCDF2},-86.029567210027,41.0390083028784
"POINT (-87.3907620356722 39.3729781947964)",CO795582,Indiana State Police Post,7751 S US 41,Terre Haute,47802, , ,1442,County Approved,{400ECDDC-ED13-44D3-B765-FB28DBE2A898},-87.3907620356722,39.3729781947964
"POINT (-87.4145321702294 39.4669181737321)",CO795579,Vigo County Sheriff's Dept,201 Cherry St,Terre Haute,47807-2940, , ,1442,County Approved,{5BC58676-0416-4EE0-A63F-D8264226D961},-87.4145321702294,39.4669181737321
"POINT (-87.3989021671878 39.467328205)",CO795578,Terre Haute Police Dept,1211 E Wabash Ave,Terre Haute,47807-3437, , ,1442,County Approved,{44ECF4B4-9F64-4BBF-8701-F48952FF90B8},-87.3989021671878,39.467328205
"POINT (-86.921806896508 40.4207980737144)",IN000224,Police Dept,205 S Intermural Dr,West Lafayette,47907-1677, , ,1442, ,{DF6062C3-E4F9-4100-B8ED-003541972728},-86.921806896508,40.4207980737144
"POINT (-86.4669699366019 38.5560100318521)",CO659989,Orange County Sheriff,205 E Main St,Paoli,47454-1554, ,812-723-2417,1442, ,{4FF9AD7A-D6E8-4BCC-AFBD-6F95FCD30A16},-86.4669699366019,38.5560100318521
"POINT (-84.869305683912 40.9746894171004)",IN000225,Monroeville Police Dept,205 W South St,Monroeville,46773-0000, , ,1442, ,{D3F5120C-DE53-4EBB-AD52-2ACA31BFE696},-84.869305683912,40.9746894171004
"POINT (-85.5924762232614 40.1132594948854)",IN000227,Chesterfield Police Dept,207 E Main St,Chesterfield,46017-1336, , ,1442, ,{076EBD5C-DB56-409B-BE66-557C77B75F7E},-85.5924762232614,40.1132594948854
"POINT (-86.0202157252692 40.175800070695)",IN000229,Arcadia Police Dept,208 W Main St,Arcadia,46030-0000, , ,1442, ,{04BB7215-EF7C-457A-BEED-1B4BF2830158},-86.0202157252692,40.175800070695
"POINT (-86.1536462521602 39.78006103497)",IN000230,Indianapolis Police Dept,209 E Saint Joseph St,Indianapolis,46202-3310, , ,1442, ,{065FDCB3-54A1-4DBB-AF8A-FF294A77D3D0},-86.1536462521602,39.78006103497
"POINT (-87.4494221749783 39.4654681049125)",CO795580,West Terre Haute Police Dept,500 W National Ave,West Terre Haute,47885-1302, , ,1442,County Approved,{C13FB0CA-74A2-4A87-ADFB-FE3407E3599E},-87.4494221749783,39.4654681049125
"POINT (-87.2672221916871 39.4919384863565)",CO795581,SEELYVILLE MARSHAL DEPT,PO BOX 249,SEELYVILLE,47878, , ,1442,County Approved,{18CFA234-AD99-4BBA-99C7-2AB993921A3B},-87.2672221916871,39.4919384863565
"POINT (-87.4475596780227 38.1606275774002)",CO743045,Elberfeld Town Marshall,175 W Sycamore St,Elberfeld,47613, , ,1442,CountyApproved,{71D6B586-C831-4892-BD11-5922344E5E74},-87.4475596780227,38.1606275774002
"POINT (-87.4046996444656 37.9493276954534)",CO743043,Newburgh Town Police Dept,527 State St,Newburgh,47630-1230, , ,1442,CountyApproved,{15889E5B-4B7F-48EA-8EA8-791E94088671},-87.4046996444656,37.9493276954534
"POINT (-85.4100066324182 41.3948598087041)",IN000235,Noble County Sheriff Office,210 S 7th St,Albion,46701-1413, , ,1442, ,{31F18CE4-BAB6-40E2-85AD-2BCBE6ED18C3},-85.4100066324182,41.3948598087041
"POINT (-85.0545461624293 41.3662496539685)",IN000236,Auburn Police Dept,210 S Cedar St,Auburn,46706-2302, , ,1442, ,{5DE048ED-0784-472A-9B9C-78DBE86E09D8},-85.0545461624293,41.3662496539685
"POINT (-86.6673866257684 40.193928288318)",IN000239,Colfax Town Marshall,210 W Main,Colfax,46035-0000, , ,1442, ,{610D3348-F948-418C-BD83-A7A52FDB9BE4},-86.6673866257684,40.193928288318
"POINT (-85.3566864479474 40.3418593501456)",IN000241,Eaton Police Dept,211 W Harris St,Eaton,47338-9435, , ,1442, ,{ED2120EE-ABB6-46AB-B1E9-CF507C2A1742},-85.3566864479474,40.3418593501456
"POINT (-85.2357866586679 40.2998294192093)",IN000242,Albany Police Dept,212 E State St,Albany,47320-1235, , ,1442, ,{AF78F6EE-D6B7-40E2-A998-39F5C9D9212A},-85.2357866586679,40.2998294192093
"POINT (-85.0535461608433 41.3663496535379)",IN000248,De Kalb County Sheriff,215 E 8th St,Auburn,46706-2393, , ,1442, ,{7A646D50-77DB-4E1C-95D6-15558DE1059A},-85.0535461608433,41.3663496535379
"POINT (-87.1179191835956 38.0828176853619)",CO743047,Tennyson Town Marshall,112 N Main,Tennyson,47637, , ,1442,CountyApproved,{F736FAE5-8E40-4807-8F91-8EFB580C85AD},-87.1179191835956,38.0828176853619
"POINT (-87.2484894078429 38.040377558998)",CO743041,Warrick County Sheriff Dept,100 W State Route 62,Boonville,47601-9196, , ,1442,CountyApproved,{0CE020F1-50D7-4D05-ABBA-B908FBA92366},-87.2484894078429,38.040377558998
"POINT (-85.7658064017447 40.5711790688079)",IN798795,Sweetser Police Dept,113 N Main St,Sweetser,46987-0000, , ,250, ,{A5B76478-5E5B-4D58-B72E-8084918D6A58},-85.7658064017447,40.5711790688079
"POINT (-84.9796165629042 40.4323191713522)",IN000261,Sheriff Dept & Jail,224 W Water St,Portland,47371-2131, , ,1442, ,{44571C92-84D2-4396-B801-5190D122C4E2},-84.9796165629042,40.4323191713522
"POINT (-87.3637396682306 38.046677620082)",CO743044,Chandler Police Dept,417 E Jefferson Ave,Chandler,47610-9763, , ,1442,CountyApproved,{87BEB671-94E4-4311-BAF8-184E6788A88B},-87.3637396682306,38.046677620082
"POINT (-87.274009465024 38.0488675769141)",CO743042,Boonville Police Dept,121 E Locust St,Boonville,47601-1837, , ,1442,CountyApproved,{8646039C-BEE7-4025-B86E-967E5F5253C4},-87.274009465024,38.0488675769141
"POINT (-86.5956466544701 40.4169782659053)",IN000266,Rossville Police Dept,23 W Main St,Rossville,46065-9459, , ,1442, ,{AEAE4154-B148-40F6-8AA2-949CCD11152E},-86.5956466544701,40.4169782659053
"POINT (-85.2652066112002 41.4422697769956)",IN000271,Kendallville Police Dept,234 S Main St,Kendallville,46755-1718, , ,1442, ,{C409E31A-7639-4EE4-8E6D-D4E66832C5B7},-85.2652066112002,41.4422697769956
"POINT (-87.2979794771937 38.1978676637323)",CO743046,Lynnville Town Marshall,207 N Main St,Lynnville,47619, , ,1442,CountyApproved,{0FAEDC93-298C-4910-BA73-C5B867860E61},-87.2979794771937,38.1978676637323
"POINT (-85.171996477828 39.8142288089337)",CO714060,Cambridge City Police Dept,127 N Foote St,Cambridge City,47327-1144, , ,1442,County Approved,{3375323A-1C1E-4634-B0EE-98BC91CE7C1E},-85.171996477828,39.8142288089337
"POINT (-84.99462700591 39.8178282711035)",CO714061,Centerville Police Dept,204 E Main St,Centerville,47330-1208, , ,1442,County Approved,{05017FF0-FDBA-4051-9AF0-28A9481FAEF1},-84.99462700591,39.8178282711035
"POINT (-86.8497097237146 41.7438201847339)",IN000275,Long Beach Police Dept,2400 Oriole Trl,Michigan City,46360-1688, , ,1442, ,{ED894584-79EC-488B-B2DF-FDEE5F0A3C23},-86.8497097237146,41.7438201847339
"POINT (-86.1495461564871 39.8016510218892)",IN000276,Unity Park Police Dept,2420 Central Ave,Indianapolis,46205-4329, , ,1442, ,{8FFDA03A-66A1-4D5E-B654-43458EC7CD37},-86.1495461564871,39.8016510218892
"POINT (-85.8052060263331 39.9559805015517)",IN000277,Ingalls Police Dept,247 N Meridian St,Ingalls,46048-0000, , ,1442, ,{A3F579BD-E246-4EDA-95C8-A84EC6806136},-85.8052060263331,39.9559805015517
"POINT (-86.8804368838359 40.4467081394142)",IN000281,Tippecanoe County Sheriff,2640 Duncan Rd,Lafayette,47904-1076, , ,1442, ,{6EFE0A3F-3B18-47A4-93F8-753E5EA99E24},-86.8804368838359,40.4467081394142
"POINT (-85.1525567504613 40.3507093424944)",IN000285,Redkey Police Dept,28 S Oak,Redkey,47373-0000, , ,1442, ,{C678907D-43B6-4C4D-B099-CA7F0FE57AD4},-85.1525567504613,40.3507093424944
"POINT (-84.8958670712876 39.8300382860599)",CO714065,Richmond Police Dept,50 N 5th St,Richmond,47374-4247, , ,1442,County Approved,{2A702E5E-F94A-4514-92EA-CA4F0CB99809},-84.8958670712876,39.8300382860599
"POINT (-86.1282355339098 39.9659711233657)",IN000289,Carmel Police Dept,3 Civic Sq,Carmel,46032-2584, , ,1442, ,{BA5E98FC-EB51-43B4-8EAD-18E18DEBA170},-86.1282355339098,39.9659711233657
"POINT (-86.8982676071185 40.0406087055275)",IN000291,Crawfordsville Police Dept,300 E Pike St # 5,Crawfordsville,47933-2537, , ,1442, ,{B7C2A00E-0104-4D82-B5C8-D3188C209B23},-86.8982676071185,40.0406087055275
"POINT (-85.3875764633907 40.1954794492547)",IN000293,Muncie Police Chief's Office,300 N High St # 215,Muncie,47305-1639, , ,1442, ,{1F615956-A74E-4130-939E-5CE90D71149F},-85.3875764633907,40.1954794492547
"POINT (-85.3875764633907 40.1954794492547)",IN000294,Muncie Police-Victim Advocate,300 N High St Fl 2,Muncie,47305-1639, , ,1442, ,{A6065E52-3A9F-466C-96E3-C8635FD8D64C},-85.3875764633907,40.1954794492547
"POINT (-85.3875764633907 40.1954794492547)",IN000295,Muncie Police DEPT-Dare,300 N High St,Muncie,47305-1639, , ,1442, ,{3944BD46-D9C1-4BEE-8C70-A9437ABB9974},-85.3875764633907,40.1954794492547
"POINT (-85.0199362256928 41.4324596637721)",IN000296,Waterloo Police Dept,300 N Wayne St,Waterloo,46793-0000, , ,1442, ,{3201861A-A321-4DBC-A79F-09C30A7BD406},-85.0199362256928,41.4324596637721
"POINT (-86.9041797870797 41.7189901355601)",IN000299,La Porte County Sheriff-Civil,300 Washington St # 112,Michigan City,46360-3311, , ,1442, ,{8DA58677-66AF-44EF-93D5-E4D10B935D4E},-86.9041797870797,41.7189901355601
"POINT (-84.9191375497327 39.9555085859056)",CO714063,Fountain City Police Dept,312 W Main St,Fountain City,47341-0000, , ,1442,County Approved,{AD67FC43-E64A-4A63-834B-15C5C6855B79},-84.9191375497327,39.9555085859056
"POINT (-84.8970570645768 39.828368282585)",CO714062,Wayne County Criminal Court,301 E Main St,Richmond,47374-4200, , ,1442,County Approved,{A816F4AD-3BD7-4C3E-8D3E-6C92675421D1},-84.8970570645768,39.828368282585
"POINT (-85.8150487137924 41.7215599870296)",IN000301,Bristol Police Dept,301 E Vistula St,Bristol,46507-9489, , ,1442, ,{7F6DFC54-A70B-4F45-BD23-E13A7D7151C2},-85.8150487137924,41.7215599870296
"POINT (-86.5095464150021 40.2795981015319)",IN000303,Clinton County Sheriff,301 E Walnut St,Frankfort,46041-2419, , ,1442, ,{04F5DC9E-DCE9-49E3-832B-6B3BB3EA9970},-86.5095464150021,40.2795981015319
"POINT (-86.0036477299071 41.441879088129)",IN000308,Nappanee Police Dept,301 W Lincoln St,Nappanee,46550-1950, , ,1442, ,{B9492291-EA49-4645-9A0A-084D97FF0AC6},-86.0036477299071,41.441879088129
"POINT (-85.4090064287605 40.1956194418118)",IN000313,Ball State University Police,305 N College Ave,Muncie,47303-3401, , ,1442, ,{75E4C2E0-44C9-4F40-8DE5-00B83B294CC6},-85.4090064287605,40.1956194418118
"POINT (-85.160936755106 39.911479040173)",CO714064,Hagerstown Police Dept,49 E College St,Hagerstown,47346-1201, , ,1442,County Approved,{4AE0D1CD-86E2-4C36-9CD5-1C007485DE97},-85.160936755106,39.911479040173
"POINT (-84.897297064067 39.8282582823931)",CO714066,Wayne County Sheriff,89 S 3rd St,Richmond,47374-4246, , ,1442,County Approved,{376C16D9-639B-41F2-859A-5D7029E5E1F7},-84.897297064067,39.8282582823931
"POINT (-85.3921064500262 40.1918294492569)",IN000317,Muncie Police Dept,310 S Council St,Muncie,47305-2201, , ,1442, ,{24538BE8-F4B9-44D0-AC92-E517E48F279C},-85.3921064500262,40.1918294492569
"POINT (-86.6764969643017 40.5851183608125)",IN000318,Carroll County Sheriff,310 W Main St,Delphi,46923-1400, , ,1442, ,{CADAB235-2B4A-498F-B9D6-70559766E9A1},-86.6764969643017,40.5851183608125
"POINT (-87.3203871624879 40.6176981753368)",IN000320,Fowler Police Dept,311 E 5th St,Fowler,47944-1446, , ,1442, ,{D77081A6-6260-4EB6-87FA-86CF48BBA80C},-87.3203871624879,40.6176981753368
"POINT (-84.9218257630137 40.827449389329)",IN000326,Adams County Sheriff's Dept,313 S 1st St,Decatur,46733-2022, , ,1442, ,{91F384D4-560B-46D3-B4D9-08FEC9AF2DE5},-84.9218257630137,40.827449389329
"POINT (-85.9738081784878 41.6847397578249)",IN000327,Elkhart County Sheriff's Ofc,315 S 2nd St,Elkhart,46516-3138, , ,1442, ,{1872CCB4-C3D3-468C-A1BE-1F7A851EE9A6},-85.9738081784878,41.6847397578249
"POINT (-85.1550964582604 39.7871086810585)",CO714067,MILTON POLICE DEPT,113 E MAIN ST,MILTON,47357, , ,1442,County Approved,{B93EB2BF-6525-4846-A98F-39AB2F2765E5},-85.1550964582604,39.7871086810585
"POINT (-85.208296366471 39.8121989191689)",CO714068,DUBLIN POLICE DEPT.,2250 E CUMBERLAND ST,DUBLIN,47335, , ,1442,County Approved,{03B4BC32-FC43-42E1-83FE-A18240A481CD},-85.208296366471,39.8121989191689
"POINT (-85.0435871649162 39.8923986153614)",CO714069,GREENS FORK POLICE DEPT,12 S WATER ST,GREENS FORK,47345, , ,1442,County Approved,{F7F8CBDC-CAE9-48FA-930D-4E37387BF71D},-85.0435871649162,39.8923986153614
"POINT (-85.2686066499018 40.1913594920254)",IN000329,Selma Police Dept,316 S Albany,Selma,47383-0000, , ,1442, ,{5074B4C3-3D08-4088-80D9-F12FAA5148CF},-85.2686066499018,40.1913594920254
"POINT (-84.9780465367365 40.4355891627979)",IN000331,Portland Police Dept,319 N Meridian St,Portland,47371-1905, , ,1442, ,{89F973D6-289F-4FC2-9635-B3889C4C605A},-84.9780465367365,40.4355891627979
"POINT (-86.045645353291 39.8150611605433)",IN000332,Marion County Sheriff Academy,3229 N Shadeland Ave,Indianapolis,46226-6234, , ,1442, ,{5619E8A2-535B-42C3-93D9-378CAF7AB4BA},-86.045645353291,39.8150611605433
"POINT (-85.4268259488423 40.6824992298959)",IN798804,Warren Police Dept,108 E 2nd,Warren,46792-0000, , ,1442, ,{F22B61E9-3260-49B7-85CF-C4A21EFACAB1},-85.4268259488423,40.6824992298959
"POINT (-86.0848052775867 39.7164503768931)",IN000335,Beech Grove Police Dept,340 Churchman Ave,Beech Grove,46107-2006, , ,1442, ,{799A334B-7FEB-4259-8885-902550E1E2BB},-86.0848052775867,39.7164503768931
"POINT (-85.7375163971856 40.1014696339974)",IN000336,Edgewood Police Dept,3405 Nichol Ave,Anderson,46011-3060, , ,1442, ,{08900E64-BFAB-47DD-9C10-8607D51E710B},-85.7375163971856,40.1014696339974
"POINT (-85.3686165351516 40.2252494476728)",IN000340,Muncie Police Dept-Cop Shop,3500 N Broadway Ave,Muncie,47303-1309, , ,1442, ,{CF3DDBAF-63AA-438C-B001-DD179A12C0DA},-85.3686165351516,40.2252494476728
"POINT (-85.6144370238119 41.4043595138741)",IN000341,Cromwell Police Dept,353 Baker St,Cromwell,46732-0000, , ,1442, ,{C2C6D5E7-A2D3-46B5-A138-63D09B75D1E8},-85.6144370238119,41.4043595138741
"POINT (-86.1011990217044 38.6053696660479)",IN000348,Salem Police Dept,38 Public Sq,Salem,47167-2036, , ,1442, ,{53059103-DB97-4033-81DE-773980D99756},-86.1011990217044,38.6053696660479
"POINT (-85.4897789825835 39.3325598521654)",CO755996,Decatur County Sheriff Department,315 S Ireland St,Greensburg,47240-1548, ,812-663-8125,700,CountyApproved,{4804DA21-82A2-48B1-B864-A8DA383225F7},-85.4897789825835,39.3325598521654
"POINT (-86.1589363452195 39.7634410532146)",IN000349,World Police & Fire Games,39 Jackson Pl # 300,Indianapolis,46225-1011, , ,1442, ,{128E7470-571B-4651-B949-7C8114FBB67F},-86.1589363452195,39.7634410532146
"POINT (-86.2471002527343 39.2069603207988)",IN000350,Brown County Sheriff,39 N Van Buren,Nashville,47448-0000, , ,1442, ,{DF802927-CD24-45DF-95E6-9B7F8E2CE677},-86.2471002527343,39.2069603207988
"POINT (-84.914576119204 41.5325896989066)",IN000351,Hamilton Police Dept,3930 E Church St,Hamilton,46742-0000, , ,1442, ,{306B4325-5AE6-4587-BE52-D4728AB4710A},-84.914576119204,41.5325896989066
"POINT (-86.0190748955987 39.9623620735868)",IN000352,Fishers Police Dept Adm,4 Municipal Dr,Fishers,46038-1574, , ,1442, ,{278F1A2D-10CF-48C8-B2AF-3B268F5CC0FF},-86.0190748955987,39.9623620735868
"POINT (-86.1526462868999 39.7663810444801)",IN000353,Indianapolis Crime Lab,40 S Alabama St,Indianapolis,46204-3635, , ,1442, ,{1907A680-67DC-4E12-A667-6E1C214DE9BE},-86.1526462868999,39.7663810444801
"POINT (-86.9060875917864 40.0466886630586)",IN000362,Montgomery County Sheriff,412 Covington St,Crawfordsville,47933-1334, , ,1442, ,{1A7928ED-0E4E-4953-8269-BB1591DBB16E},-86.9060875917864,40.0466886630586
"POINT (-85.7011188609081 41.6847299851255)",IN000367,Middlebury Police Dept,418 N Main St,Middlebury,46540-9216, , ,1442, ,{CEC2776C-42AE-4A68-8638-143B032D5D49},-85.7011188609081,41.6847299851255
"POINT (-86.1450660297212 39.8327910153127)",IN000368,Police Dept,4209 N College Ave,Indianapolis,46205-1929, , ,1442, ,{036786C7-DE5B-4701-BADE-61ACD7B79B57},-86.1450660297212,39.8327910153127
"POINT (-86.0249851585164 39.8386113225512)",IN000371,Lawrence Police Dept,4455 Mccoy St,Lawrence,46226-3980, , ,1442, ,{D4763DAE-C883-48A0-8119-7BC66A3F6C0E},-86.0249851585164,39.8386113225512
"POINT (-86.1375256552286 39.6953501528519)",IN000378,Homecroft Police Dept,4820 Madison Ave,Indianapolis,46227-4152, , ,1442, ,{8DF8D017-D1F0-485C-94D6-D39223F8134E},-86.1375256552286,39.6953501528519
"POINT (-86.1525862799323 39.7683910423599)",IN000383,Indianapolis Police Dept,50 N Alabama St # E221,Indianapolis,46204-5305, , ,1442, ,{3A3B9ABE-7628-4FAB-B5EB-DB53FF66482B},-86.1525862799323,39.7683910423599
"POINT (-85.483308952173 39.33518983227)",CO755993,Decatur County Jail,119 E Railroad St,Greensburg,47240-2035, ,812-663-8125,1442,CountyApproved,{7337159C-FC92-495F-89E7-1E17F6719C6B},-85.483308952173,39.33518983227
"POINT (-86.2205960247951 40.134239402333)",IN000389,Sheridan Police Dept,506 S Main St,Sheridan,46069-1337, , ,1442, ,{5A1DE906-53C2-4527-8802-D0B41BD41F84},-86.2205960247951,40.134239402333
"POINT (-85.1666057275976 40.883549454203)",IN000390,Ossian City Police Dept,507 N Jefferson St,Ossian,46777-9763, , ,1442, ,{C393C5FA-6B96-405F-9B5A-3614478F2733},-85.1666057275976,40.883549454203
"POINT (-84.9268057660345 40.8353493949301)",IN000394,Police Dept,521 N 3rd St,Decatur,46733-1344, , ,1442, ,{A0CB3B88-5C7E-44BC-8822-CB85A8D4AD11},-84.9268057660345,40.8353493949301
"POINT (-85.9193185207168 39.2002603968199)",IN000397,Bartholomew County Fire Dept,543 2nd St,Columbus,47201-6713, , ,1442, ,{14693D5F-BE09-4EBD-9C19-882AF6F6D43A},-85.9193185207168,39.2002603968199
"POINT (-86.3962978647063 39.8430100223618)",IN000399,Brownsburg Police Dept,55 E Main St,Brownsburg,46112-1213, , ,1442, ,{0E29064B-F56B-4101-A3EC-A97E067EFAD3},-86.3962978647063,39.8430100223618
"POINT (-86.2037566543775 39.7749810683685)",IN000401,Indianapolis Police Dept,551 King Ave,Indianapolis,46222-3716, , ,1442, ,{9CD53225-0D66-4086-9AA1-A0C245B48802},-86.2037566543775,39.7749810683685
"POINT (-85.9113853397072 39.9008211941229)",IN000402,Mc Cordsvills Police Dept,5759 W Pendleton Pike,Mc Cordsville,46055-9592, , ,1442, ,{22A89B80-0FDB-4876-868E-060BFC7814CC},-85.9113853397072,39.9008211941229
"POINT (-85.4846489537081 39.335159835703)",CO755992,Greensburg Police Dept,107 S Broadway St,Greensburg,47240-2004, ,812-663-3131,1442,CountyApproved,{169DA335-A464-4500-BAE1-19E7E09994CC},-85.4846489537081,39.335159835703
"POINT (-86.9031476479948 40.0320787246132)",IN000405,Indiana State Police,5921 State Rd 43,Crawfordsville,47933-0000, , ,1442, ,{80D834BB-1CED-443B-B436-641A4F84ADDB},-86.9031476479948,40.0320787246132
"POINT (-85.8265578006222 41.5740394265966)",IN000408,Elkhart County Sheriff Dept,600 E Jackson St,Goshen,46526-4001, , ,1442, ,{423DFEE8-1E9C-4CC8-A228-C656D8552652},-85.8265578006222,41.5740394265966
"POINT (-86.9161469115506 40.4517881101654)",IN000412,West Lafayette Police Dept,609 W Navajo St # A,West Lafayette,47906-1997, , ,1442, ,{512ED4AF-4AB8-4294-91C3-9BD17428562D},-86.9161469115506,40.4517881101654
"POINT (-84.9343265702576 41.7308498571789)",IN000413,Fremont Police Dept,6105 N Tolford St,Fremont,46737-0000, , ,1442, ,{FEA879D4-6B8B-4AF8-B50A-B8AC93794EB7},-84.9343265702576,41.7308498571789
"POINT (-85.3803664713951 40.1935394526007)",IN000414,Muncie Police Dept-Cop Shop,616 E Main St,Muncie,47305-2509, , ,1442, ,{8034437D-EF8C-4F31-9B7E-FDBDFE3D8F0A},-85.3803664713951,40.1935394526007
"POINT (-85.3854964572316 40.1891894518868)",IN000416,Police Horse Barn,620 S Mulberry St,Muncie,47305-2447, , ,1442, ,{15267F76-A7E3-4067-9FD1-5101BA2DB577},-85.3854964572316,40.1891894518868
"POINT (-85.5738188390112 39.175340263869)",CO755994,Westport Police Department,207 Johnson Ave,Westport,47283-0000, , ,1442,CountyApproved,{F322E2B7-A95F-476B-B9DE-17F1C129D0BF},-85.5738188390112,39.175340263869
"POINT (-86.7713066881682 40.374038187799)",IN000420,Dayton Police Department,6531 State Road 38 E,Lafayette,47905-7904, , ,1442, ,{CE46DEB1-20A7-4051-A455-D4793D3787B7},-86.7713066881682,40.374038187799
"POINT (-86.4271188569801 39.7617004753792)",IN000421,Avon Police Dept,6570 E Us Highway 36,Avon,46123-9178, , ,1442, ,{6731A9A6-2A34-4995-A94B-5C0D3942B343},-86.4271188569801,39.7617004753792
"POINT (-86.1210750854089 39.665879637386)",IN000423,Southport Police Dept,6901 Derbyshire Rd,Indianapolis,46227-5133, , ,1442, ,{55CCD3C0-10DA-4864-846D-18EF1E717E38},-86.1210750854089,39.665879637386
"POINT (-86.0148754901471 40.1321306529299)",IN000425,Cicero Police Dept,70 S Byron St,Cicero,46034-0000, , ,1442, ,{76024604-8269-4C03-9647-02DC8CF03C91},-86.0148754901471,40.1321306529299
"POINT (-85.6792363214843 40.1083795675201)",IN000426,Anderson Police Traffic Div,700 Meridian Plz,Anderson,46016-1521, , ,1442, ,{B6EF38DB-9FB8-4729-B3CF-6A4A85D2C88B},-85.6792363214843,40.1083795675201
"POINT (-85.6792363218219 40.108789566264)",IN000427,Anderson Police Detective Div,700 Meridian St,Anderson,46016-1521, , ,1442, ,{C9D85E03-A4BC-493B-AB5A-7ADC6B91528B},-85.6792363218219,40.108789566264
"POINT (-86.4526600040167 38.6631201721485)",CO659988,Orleans Police Dept,148 N Maple St,Orleans,47452-1424, ,812-865-2222,1442, ,{C69DAA00-4A70-4556-8153-29C03EF760EA},-86.4526600040167,38.6631201721485
"POINT (-85.7702573968743 39.3037989214842)",IN000434,Hope Police Dept,711 Harrison St,Hope,47246-1013, , ,1442, ,{409F7D47-BB90-4062-B7F9-9D03759BAF1F},-85.7702573968743,39.3037989214842
"POINT (-85.8422857549821 39.9345007793236)",IN000435,Fortville Police Dept,714 E Broadway St,Fortville,46040-1550, , ,1442, ,{3DCB3DEA-89B9-4CD5-98D9-51F075F54D5F},-85.8422857549821,39.9345007793236
"POINT (-85.1397760466527 41.0800595559108)",IN000436,Allen County Sheriff-Civil Div,715 S Calhoun St # 100,Fort Wayne,46802-1816, , ,1442, ,{0F08A3A6-5C5A-4EB2-95CD-13A3E6EA6659},-85.1397760466527,41.0800595559108
"POINT (-85.1397760466527 41.0800595559108)",IN000437,Allen County Sheriff's Dept,715 S Calhoun St # 102,Fort Wayne,46802-1816, , ,1442, ,{E45E5EA2-36FE-43BD-8D25-8BE5AA54DB92},-85.1397760466527,41.0800595559108
"POINT (-85.1397760466527 41.0800595559108)",IN000438,Allen County Sheriff-Warrants,715 S Calhoun St,Fort Wayne,46802-1816, , ,1442, ,{E5EAA8DA-21A7-4453-9660-E92563677AA3},-85.1397760466527,41.0800595559108
"POINT (-85.6769063188812 40.1086195652978)",IN000439,Madison County Sheriff,720 Central Ave,Anderson,46016-1548, , ,1442, ,{589FAE65-F1A8-4A6E-8B5D-3B3BD43D376F},-85.6769063188812,40.1086195652978
"POINT (-85.1120759741933 41.0131794685866)",IN000445,Fort Wayne Police Schl Safety,7800 S Anthony Blvd,Fort Wayne,46816-2598, , ,1442, ,{2D47ADEE-0D94-46E8-ABA6-EF535FB486EB},-85.1120759741933,41.0131794685866
"POINT (-86.7418389779478 37.9123081435462)",CO642845,Perry County Sheriff,119 S 7th St,Cannelton,47520-1209, , ,1442, ,{2D19EA29-C809-4BA9-9E3C-DD5B1F5EA505},-86.7418389779478,37.9123081435462
"POINT (-86.4682681936362 39.8642095141392)",IN000449,Pittsboro Town Marshall,80 N Meridian St,Pittsboro,46167-0000, , ,1442, ,{2AE4DD2C-D563-4165-A834-A116576D084C},-86.4682681936362,39.8642095141392
"POINT (-86.0902189801685 38.5973696457351)",IN000452,Washington County Sheriff,801 Jackson St,Salem,47167-1218, , ,1442, ,{3302950C-E739-42FA-B121-F3A49DBBC1ED},-86.0902189801685,38.5973696457351
"POINT (-86.7204889069932 41.6100490748531)",IN000453,La Porte Police Dept,801 Michigan Ave,La Porte,46350-3568, , ,1442, ,{2B7DB097-E27F-4E3E-AE46-C47C7A8E7D9A},-86.7204889069932,41.6100490748531
"POINT (-85.5572761830096 40.1129194709916)",IN000455,Daleville-Salem Police Dept,8019 S Walnut St,Daleville,47334-0000, , ,1442, ,{828FF6EE-279E-4280-8B29-0F7B909AF634},-85.5572761830096,40.1129194709916
"POINT (-86.7222589109263 41.611689073034)",IN000456,La Porte County Police-Sheriff,809 State St # 10,La Porte,46350-3390, , ,1442, ,{AC88DE4E-CC52-48CF-9C44-8B77013BA455},-86.7222589109263,41.611689073034
"POINT (-86.7222589109263 41.611689073034)",IN000457,Laporte County Sheriffs Dept,809 State St,La Porte,46350-3390, , ,1442, ,{6EBE6107-84B6-43B1-92CF-7A662B5DFDE6},-86.7222589109263,41.611689073034
"POINT (-85.0183558541298 41.0702094682566)",IN000458,New Haven Police Dept,815 Lincoln Hwy E,New Haven,46774-1422, , ,1442, ,{1CE56868-B453-4E9B-9C63-F76F203BD94E},-85.0183558541298,41.0702094682566
"POINT (-86.2144573863528 41.0657767114553)",IN000459,Crime Stoppers,815 Madison St,Rochester,46975-1628, , ,1442, ,{E0B0E431-A3EE-4464-8210-39F5F167E0FE},-86.2144573863528,41.0657767114553
